idx,Machine_Name,Item No,working time,Thickness 1(mm),Thickness 2(mm),weld force(bar),weld current(kA),weld Voltage(v),weld time(ms),Thickness 1(mm)_scaled,Thickness 2(mm)_scaled,weld force(bar)_scaled,weld current(kA)_scaled,weld Voltage(v)_scaled,weld time(ms)_scaled,is_anomaly
80,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.78,2.692,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.6948972351033895,-0.4949049789009982,-1.1457221349398663,0
81,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.72,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.0888134355709967,-0.13051212937866,0.43649902211044,0
82,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.72,2.701,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.0888134355709967,-0.13051212937866,-2.727943291990173,0
83,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.750000000000002,2.709,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.391855335337211,0.1933926257522774,-1.1457221349398663,0
84,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.750000000000002,2.709,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.391855335337211,0.1933926257522774,0.43649902211044,0
85,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.71,2.717,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.0122005310177533,0.5172973808832507,0.43649902211044,0
86,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.71,2.717,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.0122005310177533,0.5172973808832507,0.43649902211044,0
87,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.74,2.714,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.290841368748461,0.395833097709138,2.0187201791607468,0
88,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.74,2.714,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.290841368748461,0.395833097709138,-1.1457221349398663,0
89,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.69,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.2142284641952175,0.1124164369695475,-1.1457221349398663,0
90,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.69,2.707,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.2142284641952175,0.1124164369695475,0.43649902211044,0
91,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.13051212937866,0.43649902211044,0
92,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.13051212937866,0.43649902211044,0
93,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.2924645069441376,0.43649902211044,0
94,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.2924645069441376,0.43649902211044,0
95,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.7,2.6910000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,-0.5353930732923452,0.43649902211044,0
96,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.7,2.6910000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,-0.5353930732923452,0.43649902211044,0
97,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3,14.74,2.696,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.290841368748461,-0.3329526013355026,-1.1457221349398663,0
98,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3,14.74,2.696,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.290841368748461,-0.3329526013355026,-1.1457221349398663,0
99,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.7,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-0.1132144976064675,0.1529045313609304,-1.1457221349398663,0
100,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.7,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-0.1132144976064675,0.1529045313609304,-1.1457221349398663,0
101,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.7,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,0.3148569089263902,-1.1457221349398663,0
102,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.7,2.712,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,0.3148569089263902,0.43649902211044,0
103,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.7110000000000003,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.2743688145350432,2.0187201791607468,0
104,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.7110000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.2743688145350432,-1.1457221349398663,0
105,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.1529045313609304,0.43649902211044,0
106,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.1529045313609304,0.43649902211044,0
107,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.29,14.74,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.342003909087773,0.290841368748461,-0.0495359405959121,-1.1457221349398663,0
108,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.29,14.74,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.342003909087773,0.290841368748461,-0.0495359405959121,0.43649902211044,0
109,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.74,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.290841368748461,-0.3329526013355026,0.43649902211044,0
110,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.74,2.696,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.290841368748461,-0.3329526013355026,-1.1457221349398663,0
111,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.77,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.5938832685146753,-0.2924645069441376,0.43649902211044,0
112,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.77,2.697,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.5938832685146753,-0.2924645069441376,-2.727943291990173,0
113,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.7,2.698,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-0.1132144976064675,-0.2519764125527727,-1.1457221349398663,0
114,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.7,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,-0.1132144976064675,-0.2519764125527727,0.43649902211044,0
115,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.0314402481868176,0.43649902211044,0
116,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.0314402481868176,0.43649902211044,0
117,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.7,2.708,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,0.1529045313609304,2.0187201791607468,0
118,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.7,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,0.1529045313609304,-1.1457221349398663,0
119,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.71,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.0122005310177533,0.3148569089263902,-1.1457221349398663,0
120,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.71,2.712,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.0122005310177533,0.3148569089263902,0.43649902211044,0
121,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.7,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.1132144976064675,0.1529045313609304,0.43649902211044,0
122,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.7,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.1132144976064675,0.1529045313609304,0.43649902211044,0
123,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.72,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.0888134355709967,0.0314402481868176,0.43649902211044,0
124,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.72,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.0888134355709967,0.0314402481868176,0.43649902211044,0
125,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.1710002237700249,0.43649902211044,0
126,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.1710002237700249,0.43649902211044,0
127,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.750000000000002,2.698,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.391855335337211,-0.2519764125527727,-1.1457221349398663,0
128,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.750000000000002,2.698,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.391855335337211,-0.2519764125527727,-1.1457221349398663,0
129,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.78,2.697,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.6948972351033895,-0.2924645069441376,-1.1457221349398663,0
130,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.78,2.697,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.6948972351033895,-0.2924645069441376,-1.1457221349398663,0
131,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.72,2.702,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.0888134355709967,-0.090024034987295,-1.1457221349398663,0
132,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.72,2.702,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.0888134355709967,-0.090024034987295,0.43649902211044,0
133,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.35,14.69,2.707,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.2142284641952175,0.1124164369695475,2.0187201791607468,0
134,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.35,14.69,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,-0.2142284641952175,0.1124164369695475,-1.1457221349398663,0
135,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.71,2.71,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.0122005310177533,0.2338807201436603,0.43649902211044,0
136,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.71,2.71,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,-0.0122005310177533,0.2338807201436603,-1.1457221349398663,0
137,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.7,2.71,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,0.2338807201436603,0.43649902211044,0
138,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.7,2.71,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,-0.1132144976064675,0.2338807201436603,2.0187201791607468,0
139,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.73,2.704,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.1898274021597109,-0.0090478462045652,-1.1457221349398663,0
140,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.73,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.1898274021597109,-0.0090478462045652,0.43649902211044,0
141,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.0090478462045652,0.43649902211044,0
142,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.0090478462045652,0.43649902211044,0
143,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.73,2.692,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.4949049789009982,-1.1457221349398663,0
144,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.73,2.692,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.1898274021597109,-0.4949049789009982,0.43649902211044,0
145,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.2924645069441376,0.43649902211044,0
146,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.697,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.2924645069441376,-1.1457221349398663,0
147,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.78,2.701,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.6948972351033895,-0.13051212937866,0.43649902211044,0
148,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.78,2.701,70.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.6948972351033895,-0.13051212937866,-2.727943291990173,0
149,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.72,2.7060000000000004,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.0888134355709967,0.0719283425782006,-1.1457221349398663,0
150,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.72,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.0888134355709967,0.0719283425782006,0.43649902211044,0
151,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.76,2.707,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.4928693019259252,0.1124164369695475,0.43649902211044,0
152,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.76,2.707,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.4928693019259252,0.1124164369695475,0.43649902211044,0
153,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.71,2.7060000000000004,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.0122005310177533,0.0719283425782006,2.0187201791607468,0
154,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.71,2.7060000000000004,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.0122005310177533,0.0719283425782006,-1.1457221349398663,0
155,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.7,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,-0.0495359405959121,-1.1457221349398663,0
156,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.7,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,-0.1132144976064675,-0.0495359405959121,0.43649902211044,0
157,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.73,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,-0.1710002237700249,0.43649902211044,0
158,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.73,2.7,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,-0.1710002237700249,0.43649902211044,0
159,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.695,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.3734406957268855,0.43649902211044,0
160,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.695,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.3734406957268855,0.43649902211044,0
161,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.750000000000002,2.692,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.391855335337211,-0.4949049789009982,0.43649902211044,0
162,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.750000000000002,2.692,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.391855335337211,-0.4949049789009982,0.43649902211044,0
163,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.74,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.290841368748461,-0.0495359405959121,-1.1457221349398663,0
164,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.74,2.7030000000000003,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.290841368748461,-0.0495359405959121,-1.1457221349398663,0
165,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.77,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.5938832685146753,0.0314402481868176,-1.1457221349398663,0
166,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.33,14.77,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3145295937153411,0.5938832685146753,0.0314402481868176,-1.1457221349398663,0
167,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.35,14.76,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.4928693019259252,0.1124164369695475,-1.1457221349398663,0
168,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.35,14.76,2.707,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3007924360291251,0.4928693019259252,0.1124164369695475,0.43649902211044,0
169,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3,14.73,2.705,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.1898274021597109,0.0314402481868176,2.0187201791607468,0
170,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3,14.73,2.705,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.1898274021597109,0.0314402481868176,-1.1457221349398663,0
171,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3600000000000003,14.72,2.704,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,0.0888134355709967,-0.0090478462045652,0.43649902211044,0
172,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3600000000000003,14.72,2.704,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.293923857186017,0.0888134355709967,-0.0090478462045652,-1.1457221349398663,0
173,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.73,2.695,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.1898274021597109,-0.3734406957268855,0.43649902211044,0
174,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.73,2.695,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.1898274021597109,-0.3734406957268855,2.0187201791607468,0
175,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.73,2.696,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.1898274021597109,-0.3329526013355026,-1.1457221349398663,0
176,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.73,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.1898274021597109,-0.3329526013355026,0.43649902211044,0
177,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.76,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.4928693019259252,-0.2519764125527727,0.43649902211044,0
178,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.76,2.698,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.4928693019259252,-0.2519764125527727,0.43649902211044,0
179,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.73,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,0.1529045313609304,0.43649902211044,0
180,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.73,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,0.1529045313609304,0.43649902211044,0
181,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.714,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,0.395833097709138,0.43649902211044,0
182,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.714,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,0.395833097709138,0.43649902211044,0
183,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.74,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.290841368748461,0.3148569089263902,-1.1457221349398663,0
184,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.74,2.712,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.290841368748461,0.3148569089263902,-1.1457221349398663,0
185,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.73,2.71,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,0.2338807201436603,0.43649902211044,0
186,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.73,2.71,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.1898274021597109,0.2338807201436603,-1.1457221349398663,0
187,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.29,14.76,2.7030000000000003,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.342003909087773,0.4928693019259252,-0.0495359405959121,2.0187201791607468,0
188,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.29,14.76,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.342003909087773,0.4928693019259252,-0.0495359405959121,0.43649902211044,0
189,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.3329526013355026,0.43649902211044,0
190,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.74,2.696,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.290841368748461,-0.3329526013355026,0.43649902211044,0
191,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.29,14.750000000000002,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.342003909087773,0.391855335337211,-0.2924645069441376,0.43649902211044,0
192,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.29,14.750000000000002,2.697,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.342003909087773,0.391855335337211,-0.2924645069441376,0.43649902211044,0
193,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.693,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.4544168845096153,0.43649902211044,0
194,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.693,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,-0.4544168845096153,0.43649902211044,0
195,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.750000000000002,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.391855335337211,0.0314402481868176,0.43649902211044,0
196,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.750000000000002,2.705,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.391855335337211,0.0314402481868176,0.43649902211044,0
197,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.1124164369695475,-1.1457221349398663,0
198,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.31,14.72,2.707,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.328266751401557,0.0888134355709967,0.1124164369695475,-1.1457221349398663,0
199,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.74,2.708,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.290841368748461,0.1529045313609304,0.43649902211044,0
200,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.34,14.74,2.708,71.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3076610148722333,0.290841368748461,0.1529045313609304,-1.1457221349398663,0
201,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.77,2.7060000000000004,73.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.5938832685146753,0.0719283425782006,2.0187201791607468,0
202,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.32,14.77,2.7060000000000004,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3213981725584492,0.5938832685146753,0.0719283425782006,0.43649902211044,0
203,Spot-01,65235-25800,2020-03-27,0.7,0.7,2.3,14.76,2.7030000000000003,72.0,-1.1102230246251563e-16,-1.1102230246251563e-16,-0.3351353302446652,0.4928693019259252,-0.0495359405959121,0.43649902211044,0
