idx,PassOrFail,nn1_dist,nn5_mean_dist,nn1_idx,nn1_idx_gap
2237,0,2.1516820546227513,2.5680876516105946,2293,56
2239,0,2.880910761136374,2.9750534727792552,2117,122
2241,0,2.3573177497214837,2.7799699921976435,2161,80
2243,0,3.0751188010466675,3.441577666825829,2281,38
2245,0,2.4748092051323933,3.026941607482886,2161,84
2246,0,2.618284579163662,3.0325116785249735,2209,37
2249,0,3.559342864897775,4.001911764271948,2231,18
2251,0,2.801888143214062,4.948411339173483,2179,72
2253,0,3.3237132781062955,3.461001182948737,2329,76
2255,0,2.4331043326282593,2.8230543857898387,2369,114
2257,0,2.2504161407607275,2.9910703717521208,2059,198
2259,0,3.1553586066228267,3.278561765190156,2277,18
2261,0,3.437815977599476,3.790221040603879,2103,158
2263,0,3.1021051909326904,3.2242481426514877,2191,72
2265,0,2.538987617303254,3.319898882022366,2267,2
2267,0,2.538987617303254,3.0207092869063166,2265,2
2268,0,2.980553723066806,3.3327494448736785,2227,41
2271,0,2.901613667858646,3.114770073250815,2093,178
2273,0,3.175009135526004,3.309059986365507,2167,106
2275,0,3.2136545115373076,3.4301829991820108,2221,54
2277,0,2.4845865795639703,2.825132905529615,2333,56
2279,0,3.4463964745903297,3.5721138457713573,2033,246
2281,0,2.7809159829123082,3.2253676706537897,2189,92
2283,0,3.6590491797588927,3.9386480749838677,2153,130
2285,0,3.6699403599343334,3.7863580560363927,2069,216
2287,0,2.259689100633893,2.722877005257002,2363,76
2289,0,2.4047386859919357,2.840544578294704,2093,196
2291,0,2.7835275437004845,3.411505437149856,2385,94
2293,0,2.126397724948086,2.6716075153468855,2079,214
2295,0,2.6859494653072344,2.8695203789748787,2237,58
2297,0,3.0706434122645674,3.165331872114569,2121,176
2299,0,2.275493061913849,2.6043589813837684,2135,164
2301,0,2.554845379949059,3.036808621469162,2357,56
2303,0,3.6043717657095726,3.854577087874868,2341,38
2305,0,2.7989534924001687,3.1078614899182355,2173,132
2307,0,2.908474706975275,3.149697848819892,2271,36
2309,0,2.8576691129566836,2.99091578475685,2315,6
2311,0,2.6176670883908697,2.7574216513885617,2167,144
2313,0,2.124367863826765,2.7434768349588494,2099,214
2315,0,2.12925097031305,2.449885461470089,2347,32
2317,0,2.599091252552051,2.887880030478213,2377,60
2319,0,2.1676876599552184,2.6504901443394226,2161,158
2321,0,2.9752590490572706,3.2069823027823126,2381,60
2323,0,2.259561389379361,3.0211014627846042,2197,126
2325,0,2.9948746240062,3.1462806417166287,2099,226
2327,0,3.1816633611232197,4.998415146072793,2179,148
2329,0,2.6164614462388074,3.0184974767886965,2347,18
2331,1,2.602668351788227,2.840057464059312,2117,214
2333,0,2.4845865795639703,2.855898876698198,2277,56
2335,0,2.558832440058465,2.9831167937359417,2223,112
2337,0,2.797965244621209,3.039522628687202,2055,282
2339,0,2.9700689711988484,3.323317810219862,2287,52
2341,0,3.2313590209656726,3.3788293712333966,2319,22
2343,1,3.621222209794448,3.956443866450961,2075,268
2345,0,2.3797744964405427,2.6654233464789443,2117,228
2347,0,2.12925097031305,2.6851046950009225,2315,32
2349,0,2.6854351137678805,2.919866754762225,2351,2
2351,0,2.6854351137678805,3.293167633099597,2349,2
2353,0,3.0083701260151696,3.1547025145470324,2085,268
2355,0,2.7250382156016086,3.5274792135491295,2357,2
2357,0,2.554845379949059,2.9544749923090072,2301,56
2359,0,2.942327293635389,3.1974246623044005,2337,22
2361,0,2.500071649762545,2.960898046479023,2139,222
2363,0,2.259689100633893,2.814805771456822,2287,76
2365,0,5.963019575079162,6.246744809984137,2221,144
2367,0,4.595367798397266,8.612689056361253,2207,160
2369,0,2.4114638092569183,2.7152963771010743,2148,221
2371,0,2.6216484079866795,3.210573891898356,2277,94
2373,0,2.934383906390499,3.502335198397836,2171,202
2375,0,2.2791172710800343,2.932180711658369,2287,88
2377,0,2.599091252552051,3.067542741944711,2317,60
2379,0,2.993637013394264,3.299630920294317,2381,2
2381,0,2.94969285326886,2.9811139676051184,2173,208
2383,0,3.252250108100395,3.7649166848658426,2349,34
2385,0,2.7835275437004845,3.4604498913838997,2291,94
2387,0,2.4060861886653133,2.8315253417124424,2101,286
2389,0,2.9892772476182046,3.2724568986300255,2311,78
2391,0,2.692770788930126,3.2231843902373543,2151,240
